regimen_id,regimen_name,source_component_count,projected_component_count,projected_components_json,excluded_components_json,added_lexical_components_json,explicit_missing_curated_components_json,benchmark_eligible,reason
1092,f-machop,4,0,[],"[""Cyclophosphamide"",""Fluorouracil"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1093,f-shai,2,0,[],"[""fludarabine"",""Idarubicin""]",[],[],false,fewer_than_two_direct_lexical_components
1094,fa,1,0,[],"[""Fluorouracil""]",[],[],false,fewer_than_two_direct_lexical_components
1095,fac,2,0,[],"[""Cyclophosphamide"",""Fluorouracil""]",[],[],false,fewer_than_two_direct_lexical_components
1096,fac and bcg,3,0,[],"[""bcg, live, tice strain"",""Cyclophosphamide"",""Fluorouracil""]",[],[],false,fewer_than_two_direct_lexical_components
1097,fac and bevacizumab,3,0,[],"[""Bevacizumab"",""Cyclophosphamide"",""Fluorouracil""]",[],[],false,fewer_than_two_direct_lexical_components
1098,fac-bcg,2,0,[],"[""bcg, live, tice strain"",""Cyclophosphamide""]",[],[],false,fewer_than_two_direct_lexical_components
1099,fac-lev,2,0,[],"[""Cyclophosphamide"",""Fluorouracil""]",[],[],false,fewer_than_two_direct_lexical_components
1100,fac-mv,3,0,[],"[""Cyclophosphamide"",""Fluorouracil"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
1101,fac-t,3,0,[],"[""Cyclophosphamide"",""Fluorouracil"",""Paclitaxel""]",[],[],false,fewer_than_two_direct_lexical_components
1102,fac-th (docetaxel),5,0,[],"[""Cyclophosphamide"",""Docetaxel"",""Fluorouracil"",""Paclitaxel"",""Trastuzumab""]",[],[],false,fewer_than_two_direct_lexical_components
1103,fac-thp (docetaxel),6,0,[],"[""Cyclophosphamide"",""Docetaxel"",""Fluorouracil"",""Paclitaxel"",""Pertuzumab"",""Trastuzumab""]",[],[],false,fewer_than_two_direct_lexical_components
1104,facs,3,0,[],"[""Cyclophosphamide"",""Fluorouracil"",""streptozocin""]",[],[],false,fewer_than_two_direct_lexical_components
1105,facvp,3,0,[],"[""Cyclophosphamide"",""Etoposide"",""Fluorouracil""]",[],[],false,fewer_than_two_direct_lexical_components
1106,fam,2,0,[],"[""Fluorouracil"",""Mitomycin""]",[],[],false,fewer_than_two_direct_lexical_components
1107,fam-cf,3,0,[],"[""Fluorouracil"",""folic acid"",""Mitomycin""]",[],[],false,fewer_than_two_direct_lexical_components
1108,fam-s,3,0,[],"[""Fluorouracil"",""Mitomycin"",""streptozocin""]",[],[],false,fewer_than_two_direct_lexical_components
1109,famme,2,0,[],"[""Fluorouracil"",""Mitomycin""]",[],[],false,fewer_than_two_direct_lexical_components
1110,famtx,2,0,[],"[""Fluorouracil"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
1111,fas,2,0,[],"[""Fluorouracil"",""streptozocin""]",[],[],false,fewer_than_two_direct_lexical_components
1112,fbm,3,0,[],"[""Carmustine"",""fludarabine"",""Melphalan""]",[],[],false,fewer_than_two_direct_lexical_components
1113,fca,3,0,[],"[""alemtuzumab"",""Cyclophosphamide"",""fludarabine""]",[],[],false,fewer_than_two_direct_lexical_components
1114,fcap,3,0,[],"[""Cisplatin"",""Cyclophosphamide"",""Fluorouracil""]",[],[],false,fewer_than_two_direct_lexical_components
1115,fcm,3,0,[],"[""Cyclophosphamide"",""fludarabine"",""mitoxantrone""]",[],[],false,fewer_than_two_direct_lexical_components
1116,fcr,5,0,[],"[""Cyclophosphamide"",""fludarabine"",""hyaluronidase / rituximab"",""mitoxantrone"",""Rituximab""]",[],[],false,fewer_than_two_direct_lexical_components
1117,fct,3,0,[],"[""Cyclophosphamide"",""fludarabine"",""Topotecan""]",[],[],false,fewer_than_two_direct_lexical_components
1118,feam,2,0,[],"[""Etoposide"",""Melphalan""]",[],[],false,fewer_than_two_direct_lexical_components
1119,fec,3,0,[],"[""Cyclophosphamide"",""Epirubicin"",""Fluorouracil""]",[],[],false,fewer_than_two_direct_lexical_components
1120,fec and bevacizumab,4,0,[],"[""Bevacizumab"",""Cyclophosphamide"",""Epirubicin"",""Fluorouracil""]",[],[],false,fewer_than_two_direct_lexical_components
1121,fec and h,4,0,[],"[""Cyclophosphamide"",""Epirubicin"",""Fluorouracil"",""Trastuzumab""]",[],[],false,fewer_than_two_direct_lexical_components
1122,fec-d,4,0,[],"[""Cyclophosphamide"",""Docetaxel"",""Epirubicin"",""Fluorouracil""]",[],[],false,fewer_than_two_direct_lexical_components
1123,fec-h,4,0,[],"[""Cyclophosphamide"",""Epirubicin"",""Fluorouracil"",""Trastuzumab""]",[],[],false,fewer_than_two_direct_lexical_components
1124,fec-p,4,0,[],"[""Cyclophosphamide"",""Epirubicin"",""Fluorouracil"",""Paclitaxel""]",[],[],false,fewer_than_two_direct_lexical_components
1125,fec-th (docetaxel),6,0,[],"[""Cyclophosphamide"",""Docetaxel"",""Epirubicin"",""Fluorouracil"",""Paclitaxel"",""Trastuzumab""]",[],[],false,fewer_than_two_direct_lexical_components
1126,fec-thp (docetaxel),7,0,[],"[""Cyclophosphamide"",""Docetaxel"",""Epirubicin"",""Fluorouracil"",""Paclitaxel"",""Pertuzumab"",""Trastuzumab""]",[],[],false,fewer_than_two_direct_lexical_components
1127,fedratinib monotherapy,1,0,[],"[""fedratinib""]",[],[],false,fewer_than_two_direct_lexical_components
1128,felv,3,0,[],"[""Etoposide"",""Fluorouracil"",""folic acid""]",[],[],false,fewer_than_two_direct_lexical_components
1129,femtx,3,0,[],"[""Epirubicin"",""Fluorouracil"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
1130,fime,2,0,[],"[""Fluorouracil"",""razoxane""]",[],[],false,fewer_than_two_direct_lexical_components
1131,fl,2,0,[],"[""flutamide"",""Leuprolide""]",[],[],false,fewer_than_two_direct_lexical_components
1132,flag,3,0,[],"[""Filgrastim"",""fludarabine"",""lenograstim""]",[],[],false,fewer_than_two_direct_lexical_components
1133,flag-dnx,2,0,[],"[""Filgrastim"",""fludarabine""]",[],[],false,fewer_than_two_direct_lexical_components
1134,flag-ida,4,0,[],"[""Filgrastim"",""fludarabine"",""Idarubicin"",""lenograstim""]",[],[],false,fewer_than_two_direct_lexical_components
1135,flap,3,0,[],"[""Cisplatin"",""Fluorouracil"",""folic acid""]",[],[],false,fewer_than_two_direct_lexical_components
1136,flec,4,0,[],"[""Carboplatin"",""Epirubicin"",""Fluorouracil"",""folic acid""]",[],[],false,fewer_than_two_direct_lexical_components
1137,flep,4,0,[],"[""Cisplatin"",""Etoposide"",""Fluorouracil"",""folic acid""]",[],[],false,fewer_than_two_direct_lexical_components
1138,flot,4,0,[],"[""Docetaxel"",""Fluorouracil"",""folic acid"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1139,flox,3,0,[],"[""Fluorouracil"",""folic acid"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1140,fludarabine and alemtuzumab,2,2,"[""alemtuzumab"",""fludarabine""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1141,fludarabine and ibrutinib,2,2,"[""fludarabine"",""Ibrutinib""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1142,fludarabine and melphalan,2,2,"[""fludarabine"",""Melphalan""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1143,"fludarabine and melphalan, then allo hsct",2,2,"[""fludarabine"",""Melphalan""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1144,fludarabine and prednisone,1,0,[],"[""fludarabine""]",[],"[""Prednisone""]",false,explicit_curated_component_missing_from_uotd_links
1145,fludarabine and rituximab (fr),2,2,"[""fludarabine"",""Rituximab""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1146,fludarabine and tbi,1,0,[],"[""fludarabine""]",[],[],false,fewer_than_two_direct_lexical_components
1147,fludarabine and tbi for haploidentical transplant,1,0,[],"[""fludarabine""]",[],[],false,fewer_than_two_direct_lexical_components
1148,"fludarabine and tbi, then allo hsct",1,0,[],"[""fludarabine""]",[],[],false,fewer_than_two_direct_lexical_components
1149,fludarabine monotherapy,1,0,[],"[""fludarabine""]",[],[],false,fewer_than_two_direct_lexical_components
1150,"fludarabine, busulfan, cyclophosphamide, then allo hsct",4,3,"[""Busulfan"",""Cyclophosphamide"",""fludarabine""]","[""lymphocyte immune globulin, anti-thymocyte globulin""]",[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1151,"fludarabine, cyclophosphamide, tbi for ducb or haploidentical transplant",2,2,"[""Cyclophosphamide"",""fludarabine""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1152,"fludarabine, then 131iodine-tositumomab",1,0,[],"[""fludarabine""]",[],[],false,fewer_than_two_direct_lexical_components
1153,fluorouracil and bevacizumab,2,2,"[""Bevacizumab"",""Fluorouracil""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1154,fluorouracil and heptaplatin (fh),1,0,[],"[""Fluorouracil""]",[],[],false,fewer_than_two_direct_lexical_components
1155,fluorouracil and levamisole,1,0,[],"[""Fluorouracil""]",[],[],false,fewer_than_two_direct_lexical_components
1156,fluorouracil and methotrexate (mf),2,2,"[""Fluorouracil"",""Methotrexate""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1157,fluorouracil and mitomycin,2,2,"[""Fluorouracil"",""Mitomycin""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1158,fluorouracil and oxaliplatin (fuox) and tislelizumab,3,3,"[""Fluorouracil"",""Oxaliplatin"",""tislelizumab""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1159,fluorouracil and paclitaxel,2,2,"[""Fluorouracil"",""Paclitaxel""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1160,fluorouracil and rt,1,0,[],"[""Fluorouracil""]",[],[],false,fewer_than_two_direct_lexical_components
1161,fluorouracil and semustine,1,0,[],"[""Fluorouracil""]",[],[],false,fewer_than_two_direct_lexical_components
1162,fluorouracil and streptozocin,2,2,"[""Fluorouracil"",""streptozocin""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1163,fluorouracil monotherapy,1,0,[],"[""Fluorouracil""]",[],[],false,fewer_than_two_direct_lexical_components
1164,"fluorouracil, folinic acid, mitomycin",3,2,"[""Fluorouracil"",""Mitomycin""]","[""folic acid""]",[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1165,"fluorouracil, hydroxyurea, rt",2,2,"[""Fluorouracil"",""Hydroxyurea""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1166,"fluorouracil, mitomycin, rt",2,2,"[""Fluorouracil"",""Mitomycin""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1167,"fluorouracil, oxaliplatin, rt",2,2,"[""Fluorouracil"",""Oxaliplatin""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1168,"fluorouracil, paclitaxel, rt",2,2,"[""Fluorouracil"",""Paclitaxel""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1169,fluosol/bcnu,2,0,[],"[""Carmustine"",""Gentamicin""]",[],[],false,fewer_than_two_direct_lexical_components
1170,fluoxymesterone and tamoxifen,1,0,[],"[""Tamoxifen""]",[],[],false,fewer_than_two_direct_lexical_components
1171,fluoxymesterone monotherapy,0,0,[],[],[],[],false,fewer_than_two_direct_lexical_components
1172,flutamide and goserelin,2,2,"[""flutamide"",""Goserelin""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1173,flutamide and leuprolide,2,2,"[""flutamide"",""Leuprolide""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1174,flutamide monotherapy,1,0,[],"[""flutamide""]",[],[],false,fewer_than_two_direct_lexical_components
1175,"flutamide, goserelin, rt",2,2,"[""flutamide"",""Goserelin""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1176,"flutamide, leuprolide, rt",2,2,"[""flutamide"",""Leuprolide""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1177,fm,2,0,[],"[""fludarabine"",""mitoxantrone""]",[],[],false,fewer_than_two_direct_lexical_components
1178,fmp,2,0,[],"[""fludarabine"",""mitoxantrone""]",[],[],false,fewer_than_two_direct_lexical_components
1179,fnc,4,0,[],"[""Cyclophosphamide"",""Fluorouracil"",""Methotrexate"",""mitoxantrone""]",[],[],false,fewer_than_two_direct_lexical_components
1180,fnd,2,0,[],"[""fludarabine"",""mitoxantrone""]",[],[],false,fewer_than_two_direct_lexical_components
1181,fnm,3,0,[],"[""Fluorouracil"",""Methotrexate"",""mitoxantrone""]",[],[],false,fewer_than_two_direct_lexical_components
1182,foam,3,0,[],"[""Fluorouracil"",""Mitomycin"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1183,foflfox-haic and sorafenib,4,0,[],"[""Fluorouracil"",""folic acid"",""Oxaliplatin"",""Sorafenib""]",[],[],false,fewer_than_two_direct_lexical_components
1184,folfiri,4,0,[],"[""aflibercept"",""Fluorouracil"",""folic acid"",""Irinotecan""]",[],[],false,fewer_than_two_direct_lexical_components
1185,folfiri and bevacizumab,4,0,[],"[""Bevacizumab"",""Fluorouracil"",""folic acid"",""Irinotecan""]",[],[],false,fewer_than_two_direct_lexical_components
1186,folfiri and cetuximab,4,0,[],"[""Cetuximab"",""Fluorouracil"",""folic acid"",""Irinotecan""]",[],[],false,fewer_than_two_direct_lexical_components
1187,folfiri and panitumumab,4,0,[],"[""Fluorouracil"",""folic acid"",""Irinotecan"",""Panitumumab""]",[],[],false,fewer_than_two_direct_lexical_components
1188,folfiri and ramucirumab,4,0,[],"[""Fluorouracil"",""folic acid"",""Irinotecan"",""Ramucirumab""]",[],[],false,fewer_than_two_direct_lexical_components
1189,folfiri and ziv-aflibercept,4,0,[],"[""aflibercept"",""Fluorouracil"",""folic acid"",""Irinotecan""]",[],[],false,fewer_than_two_direct_lexical_components
1190,folfirinox,4,0,[],"[""Fluorouracil"",""folic acid"",""Irinotecan"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1191,folfirinox and bevacizumab,5,0,[],"[""Bevacizumab"",""Fluorouracil"",""folic acid"",""Irinotecan"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1192,folfirinox/modified folfirinox plus /- chemoradiation,5,0,[],"[""Capecitabine"",""Fluorouracil"",""folic acid"",""Irinotecan"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1193,folfox 7/slv5fu2,3,0,[],"[""Fluorouracil"",""folic acid"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1194,folfox-haic,3,0,[],"[""Fluorouracil"",""folic acid"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1195,folfox4 and bevacizumab,4,0,[],"[""Bevacizumab"",""Fluorouracil"",""folic acid"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1196,folfox4 and cetuximab,4,0,[],"[""Cetuximab"",""Fluorouracil"",""folic acid"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1197,folfox4 and panitumumab,4,0,[],"[""Fluorouracil"",""folic acid"",""Oxaliplatin"",""Panitumumab""]",[],[],false,fewer_than_two_direct_lexical_components
1198,folfox4 and rt,3,0,[],"[""Fluorouracil"",""folic acid"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1199,folfoxiri and panitumumab,5,0,[],"[""Fluorouracil"",""folic acid"",""Irinotecan"",""Oxaliplatin"",""Panitumumab""]",[],[],false,fewer_than_two_direct_lexical_components
1200,formestane monotherapy,1,0,[],"[""formestane""]",[],[],false,fewer_than_two_direct_lexical_components
1201,forodesine monotherapy,0,0,[],[],[],[],false,fewer_than_two_direct_lexical_components
1202,fostamatinib monotherapy,1,0,[],"[""fostamatinib""]",[],[],false,fewer_than_two_direct_lexical_components
1203,fotemustine monotherapy,0,0,[],[],[],[],false,fewer_than_two_direct_lexical_components
1204,fp/capecitabine and rt,3,0,[],"[""Capecitabine"",""Cisplatin"",""Fluorouracil""]",[],[],false,fewer_than_two_direct_lexical_components
1205,frd,2,0,[],"[""Lenalidomide"",""panobinostat""]",[],[],false,fewer_than_two_direct_lexical_components
1206,fruquintinib monotherapy,1,0,[],"[""fruquintinib""]",[],[],false,fewer_than_two_direct_lexical_components
1207,fufox,3,0,[],"[""Fluorouracil"",""folic acid"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1208,fuiri,2,0,[],"[""Fluorouracil"",""Irinotecan""]",[],[],false,fewer_than_two_direct_lexical_components
1209,fulv,2,0,[],"[""Fluorouracil"",""folic acid""]",[],[],false,fewer_than_two_direct_lexical_components
1210,fulv (l-leucovorin),2,0,[],"[""Fluorouracil"",""folic acid""]",[],"[""Leucovorin""]",false,explicit_curated_component_missing_from_uotd_links
1211,fulv and bevacizumab,3,0,[],"[""Bevacizumab"",""Fluorouracil"",""folic acid""]",[],[],false,fewer_than_two_direct_lexical_components
1212,fulv and gemcitabine,3,0,[],"[""Fluorouracil"",""folic acid"",""Gemcitabine""]",[],[],false,fewer_than_two_direct_lexical_components
1213,fulv and levamisole,2,0,[],"[""Fluorouracil"",""folic acid""]",[],[],false,fewer_than_two_direct_lexical_components
1214,fulv and nanoliposomal irinotecan,3,0,[],"[""Fluorouracil"",""folic acid"",""Irinotecan""]",[],[],false,fewer_than_two_direct_lexical_components
1215,fulv and rt,2,0,[],"[""Fluorouracil"",""folic acid""]",[],[],false,fewer_than_two_direct_lexical_components
1216,fulvestrant and palbociclib,2,2,"[""Fulvestrant"",""Palbociclib""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1217,fulvestrant and ribociclib,2,2,"[""Fulvestrant"",""Ribociclib""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1218,fulvestrant monotherapy,1,0,[],"[""Fulvestrant""]",[],[],false,fewer_than_two_direct_lexical_components
1219,fuox,2,0,[],"[""Fluorouracil"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1220,furam,1,0,[],"[""Mitomycin""]",[],[],false,fewer_than_two_direct_lexical_components
1221,furmonertinib monotherapy,0,0,[],[],[],[],false,fewer_than_two_direct_lexical_components
1222,futibatinib monotherapy,1,0,[],"[""futibatinib""]",[],[],false,fewer_than_two_direct_lexical_components
1223,fuvac,2,0,[],"[""Cyclophosphamide"",""Fluorouracil""]",[],[],false,fewer_than_two_direct_lexical_components
1224,fz,2,0,[],"[""flutamide"",""Goserelin""]",[],[],false,fewer_than_two_direct_lexical_components
1225,g-chop,3,0,[],"[""Cyclophosphamide"",""Obinutuzumab"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1226,g-cvp,3,0,[],"[""Cyclophosphamide"",""Obinutuzumab"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1227,g-fc,3,0,[],"[""Cyclophosphamide"",""fludarabine"",""Obinutuzumab""]",[],[],false,fewer_than_two_direct_lexical_components
1228,gcd,2,0,[],"[""Carboplatin"",""Gemcitabine""]",[],[],false,fewer_than_two_direct_lexical_components
1229,gcd-r,3,0,[],"[""Carboplatin"",""Gemcitabine"",""Rituximab""]",[],[],false,fewer_than_two_direct_lexical_components
1230,gdp,2,0,[],"[""Cisplatin"",""Gemcitabine""]",[],[],false,fewer_than_two_direct_lexical_components
1231,gdpt,3,0,[],"[""Cisplatin"",""Gemcitabine"",""Thalidomide""]",[],[],false,fewer_than_two_direct_lexical_components
1232,gefitinib and pemetrexed,2,2,"[""Gefitinib"",""Pemetrexed""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1233,gefitinib monotherapy,1,0,[],"[""Gefitinib""]",[],[],false,fewer_than_two_direct_lexical_components
1234,"gefitinib, nedaplatin, pemetrexed",2,2,"[""Gefitinib"",""Pemetrexed""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1235,gelox/rt,3,0,[],"[""Asparaginase"",""Gemcitabine"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1236,gemcis,2,0,[],"[""Cisplatin"",""Gemcitabine""]",[],[],false,fewer_than_two_direct_lexical_components
1237,gemcitabine and bevacizumab,2,2,"[""Bevacizumab"",""Gemcitabine""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1238,gemcitabine and irinotecan,2,2,"[""Gemcitabine"",""Irinotecan""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1239,gemcitabine and margetuximab,2,2,"[""Gemcitabine"",""margetuximab""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1240,gemcitabine and mitomycin,2,2,"[""Gemcitabine"",""Mitomycin""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1241,gemcitabine and nab-paclitaxel,2,0,[],"[""Gemcitabine"",""Paclitaxel""]",[],"[""Nab-Paclitaxel""]",false,explicit_curated_component_missing_from_uotd_links
1242,gemcitabine and pegylated liposomal doxorubicin,1,0,[],"[""Gemcitabine""]",[],"[""Pegylated Liposomal Doxorubicin""]",false,explicit_curated_component_missing_from_uotd_links
1243,gemcitabine and rituximab,2,2,"[""Gemcitabine"",""Rituximab""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1244,gemcitabine and rt,1,0,[],"[""Gemcitabine""]",[],[],false,fewer_than_two_direct_lexical_components
1245,gemcitabine and s-1,1,0,[],"[""Gemcitabine""]",[],[],false,fewer_than_two_direct_lexical_components
1246,gemcitabine and sunitinib,2,2,"[""Gemcitabine"",""Sunitinib""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1247,gemcitabine and trastuzumab,2,2,"[""Gemcitabine"",""Trastuzumab""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1248,gemcitabine and vinorelbine,4,2,"[""Gemcitabine"",""Vinorelbine""]","[""Obinutuzumab"",""Venetoclax""]",[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1249,gemcitabine monotherapy,1,0,[],"[""Gemcitabine""]",[],[],false,fewer_than_two_direct_lexical_components
1250,"gemcitabine, cetuximab, rt",2,2,"[""Cetuximab"",""Gemcitabine""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1251,"gemcitabine, cisplatin, s-1",2,2,"[""Cisplatin"",""Gemcitabine""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1252,"gemcitabine, oxaliplatin, paclitaxel",3,3,"[""Gemcitabine"",""Oxaliplatin"",""Paclitaxel""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1253,gemcitabine/fluorouracil and rt,2,2,"[""Fluorouracil"",""Gemcitabine""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1254,gemiri,2,0,[],"[""Gemcitabine"",""Irinotecan""]",[],[],false,fewer_than_two_direct_lexical_components
1255,gemox,2,0,[],"[""Gemcitabine"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1256,gemox and sorafenib,3,0,[],"[""Gemcitabine"",""Oxaliplatin"",""Sorafenib""]",[],[],false,fewer_than_two_direct_lexical_components
1257,gemox-b,3,0,[],"[""Bevacizumab"",""Gemcitabine"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1258,gemtuzumab ozogamicin monotherapy,1,0,[],"[""gemtuzumab ozogamicin""]",[],[],false,fewer_than_two_direct_lexical_components
1259,ghp,3,0,[],"[""Gemcitabine"",""Pertuzumab"",""Trastuzumab""]",[],[],false,fewer_than_two_direct_lexical_components
1260,gilteritinib monotherapy,1,0,[],"[""gilteritinib""]",[],[],false,fewer_than_two_direct_lexical_components
1261,gip,3,0,[],"[""Cisplatin"",""Gemcitabine"",""Ifosfamide""]",[],[],false,fewer_than_two_direct_lexical_components
1262,glasdegib and lodac,1,0,[],"[""glasdegib""]",[],[],false,fewer_than_two_direct_lexical_components
1263,glofitamab monotherapy,1,0,[],"[""glofitamab""]",[],[],false,fewer_than_two_direct_lexical_components
1264,"gm-csf, il-2, isotretinoin, dinutuximab",2,2,"[""dinutuximab"",""isotretinoin""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1265,gmall-r,7,0,[],"[""Cyclophosphamide"",""Etoposide"",""Ifosfamide"",""Methotrexate"",""Rituximab"",""teniposide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1266,goserelin and letrozole,2,2,"[""Goserelin"",""Letrozole""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1267,goserelin and rt,1,0,[],"[""Goserelin""]",[],[],false,fewer_than_two_direct_lexical_components
1268,goserelin and tamoxifen,2,2,"[""Goserelin"",""Tamoxifen""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1269,goserelin monotherapy,1,0,[],"[""Goserelin""]",[],[],false,fewer_than_two_direct_lexical_components
1270,"goserelin, letrozole, ribociclib",3,3,"[""Goserelin"",""Letrozole"",""Ribociclib""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1271,"goserelin, ribociclib, tamoxifen",3,3,"[""Goserelin"",""Ribociclib"",""Tamoxifen""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1272,gtp,3,0,[],"[""Cisplatin"",""Gemcitabine"",""Paclitaxel""]",[],[],false,fewer_than_two_direct_lexical_components
1273,gtx,3,0,[],"[""Capecitabine"",""Docetaxel"",""Gemcitabine""]",[],[],false,fewer_than_two_direct_lexical_components
1274,gvd,2,0,[],"[""Gemcitabine"",""Vinorelbine""]",[],[],false,fewer_than_two_direct_lexical_components
1275,gvp,2,0,[],"[""Gemcitabine"",""Vinorelbine""]",[],[],false,fewer_than_two_direct_lexical_components
1276,haa,1,0,[],"[""aclarubicin""]",[],[],false,fewer_than_two_direct_lexical_components
1277,had,2,0,[],"[""altretamine"",""Cisplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1278,ham,1,0,[],"[""mitoxantrone""]",[],[],false,fewer_than_two_direct_lexical_components
1279,ham and imatinib,2,0,[],"[""Imatinib"",""mitoxantrone""]",[],[],false,fewer_than_two_direct_lexical_components
1280,hamp,3,0,[],"[""altretamine"",""Cisplatin"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
1281,hdmp-r,1,0,[],"[""Rituximab""]",[],[],false,fewer_than_two_direct_lexical_components
1282,head start iii protocol d2,6,0,[],"[""Cisplatin"",""Cyclophosphamide"",""Etoposide"",""Methotrexate"",""Temozolomide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1283,helicobacter pylori eradication therapy,5,0,[],"[""amoxicillin"",""bismuth subcitrate"",""clarithromycin"",""metronidazole"",""Omeprazole""]",[],[],false,fewer_than_two_direct_lexical_components
1284,heparin monotherapy,1,0,[],"[""heparin""]",[],[],false,fewer_than_two_direct_lexical_components
1285,hexa-caf,5,0,[],"[""altretamine"",""Cyclophosphamide"",""floxuridine"",""Fluorouracil"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
1286,hi-cdaze,2,0,[],"[""Azacitidine"",""Etoposide""]",[],[],false,fewer_than_two_direct_lexical_components
1287,hic-com,5,0,[],"[""Allopurinol"",""Cyclophosphamide"",""folic acid"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1288,hidac and atra,1,0,[],"[""Tretinoin""]",[],[],false,fewer_than_two_direct_lexical_components
