regimen_name,components_json,regimen_id,projection_method,canonical_regimen_name
irinotecan and temozolomide,"[""Irinotecan"",""Temozolomide""]",1395,lexical_name_projection,irinotecan and temozolomide
"irinotecan, temozolomide, dinutuximab","[""dinutuximab"",""Irinotecan"",""Temozolomide""]",1398,lexical_name_projection,"irinotecan, temozolomide, dinutuximab"
"irinotecan, vemurafenib, cetuximab","[""Cetuximab"",""Irinotecan"",""Vemurafenib""]",1399,lexical_name_projection,"irinotecan, vemurafenib, cetuximab"
isotretinoin and dinutuximab beta,"[""dinutuximab"",""isotretinoin""]",1406,lexical_name_projection,isotretinoin and dinutuximab beta
ketoconazole and hydrocortisone,"[""hydrocortisone"",""ketoconazole""]",1418,lexical_name_projection,ketoconazole and hydrocortisone
"ketoconazole, hydrocortisone, dutasteride","[""dutasteride"",""hydrocortisone"",""ketoconazole""]",1419,lexical_name_projection,"ketoconazole, hydrocortisone, dutasteride"
l-asparaginase and methotrexate,"[""Asparaginase"",""Methotrexate""]",1425,lexical_name_projection,l-asparaginase and methotrexate
"l-asparaginase, vincristine, prednisolone","[""Asparaginase"",""Vincristine""]",1428,lexical_name_projection,"l-asparaginase, vincristine, prednisolone"
lapatinib and letrozole,"[""lapatinib"",""Letrozole""]",1438,lexical_name_projection,lapatinib and letrozole
lapatinib and paclitaxel (tl),"[""lapatinib"",""Paclitaxel""]",1439,lexical_name_projection,lapatinib and paclitaxel (tl)
lapatinib and trastuzumab,"[""lapatinib"",""Trastuzumab""]",1440,lexical_name_projection,lapatinib and trastuzumab
"lapatinib, letrozole, trastuzumab","[""lapatinib"",""Letrozole"",""Trastuzumab""]",1442,lexical_name_projection,"lapatinib, letrozole, trastuzumab"
lenalidomide and ofatumumab,"[""Lenalidomide"",""ofatumumab""]",1450,lexical_name_projection,lenalidomide and ofatumumab
lenalidomide and rituximab (r2),"[""Lenalidomide"",""Rituximab""]",1452,lexical_name_projection,lenalidomide and rituximab (r2)
lenalidomide and tafasitamab,"[""Lenalidomide"",""tafasitamab""]",1453,lexical_name_projection,lenalidomide and tafasitamab
lenvatinib and pembrolizumab,"[""Lenvatinib"",""Pembrolizumab""]",1456,lexical_name_projection,lenvatinib and pembrolizumab
letrozole and bevacizumab,"[""Bevacizumab"",""Letrozole""]",1460,lexical_name_projection,letrozole and bevacizumab
letrozole and palbociclib,"[""Letrozole"",""Palbociclib""]",1461,lexical_name_projection,letrozole and palbociclib
letrozole and ribociclib,"[""Letrozole"",""Ribociclib""]",1462,lexical_name_projection,letrozole and ribociclib
letrozole and trastuzumab,"[""Letrozole"",""Trastuzumab""]",1463,lexical_name_projection,letrozole and trastuzumab
letrozole-tamoxifen,"[""Letrozole"",""Tamoxifen""]",1465,lexical_name_projection,letrozole-tamoxifen
lomustine and bevacizumab,"[""Bevacizumab"",""Lomustine""]",1479,lexical_name_projection,lomustine and bevacizumab
"lomustine, methotrexate, procarbazine","[""Lomustine"",""Methotrexate"",""Procarbazine""]",1481,lexical_name_projection,"lomustine, methotrexate, procarbazine"
"lomustine, temozolomide, rt","[""Lomustine"",""Temozolomide""]",1483,lexical_name_projection,"lomustine, temozolomide, rt"
medroxyprogesterone acetate and tamoxifen,"[""medroxyprogesterone"",""Tamoxifen""]",1531,lexical_name_projection,medroxyprogesterone acetate and tamoxifen
megestrol and tamoxifen,"[""Megestrol"",""Tamoxifen""]",1534,lexical_name_projection,megestrol and tamoxifen
"melphalan monotherapy, then busulfan and fludarabine, then allo hsct","[""Busulfan"",""fludarabine"",""Melphalan""]",1541,lexical_name_projection,"melphalan monotherapy, then busulfan and fludarabine, then allo hsct"
"melphalan monotherapy, then melphalan and busulfan","[""Busulfan"",""Melphalan""]",1542,lexical_name_projection,"melphalan monotherapy, then melphalan and busulfan"
mercaptopurine and methotrexate,"[""Mercaptopurine"",""Methotrexate""]",1546,lexical_name_projection,mercaptopurine and methotrexate
mercaptopurine and vincristine,"[""Mercaptopurine"",""Vincristine""]",1548,lexical_name_projection,mercaptopurine and vincristine
"mercaptopurine, methotrexate, vincristine","[""Mercaptopurine"",""Methotrexate"",""Vincristine""]",1552,lexical_name_projection,"mercaptopurine, methotrexate, vincristine"
"mercaptopurine, methotrexate, wb-xrt","[""Mercaptopurine"",""Methotrexate""]",1554,lexical_name_projection,"mercaptopurine, methotrexate, wb-xrt"
methotrexate and pegaspargase,"[""Methotrexate"",""pegaspargase""]",1556,lexical_name_projection,methotrexate and pegaspargase
methotrexate and rituximab,"[""Methotrexate"",""Rituximab""]",1558,lexical_name_projection,methotrexate and rituximab
methotrexate and tacrolimus,"[""Methotrexate"",""tacrolimus""]",1559,lexical_name_projection,methotrexate and tacrolimus
methotrexate and vincristine,"[""Methotrexate"",""Vincristine""]",1561,lexical_name_projection,methotrexate and vincristine
"methotrexate, tacrolimus, vorinostat","[""Methotrexate"",""tacrolimus"",""vorinostat""]",1563,lexical_name_projection,"methotrexate, tacrolimus, vorinostat"
"metronidazole, tetracycline, ppi, bismuth","[""metronidazole"",""tetracycline""]",1567,lexical_name_projection,"metronidazole, tetracycline, ppi, bismuth"
mitotane and streptozocin,"[""mitotane"",""streptozocin""]",1587,lexical_name_projection,mitotane and streptozocin
mitoxantrone and hydrocortisone,"[""hydrocortisone"",""mitoxantrone""]",1589,lexical_name_projection,mitoxantrone and hydrocortisone
mitoxantrone and vinorelbine (mv),"[""mitoxantrone"",""Vinorelbine""]",1591,lexical_name_projection,mitoxantrone and vinorelbine (mv)
"neratinib and paclitaxel, then ac","[""neratinib"",""Paclitaxel""]",1648,lexical_name_projection,"neratinib and paclitaxel, then ac"
"neratinib and paclitaxel, then ddac","[""neratinib"",""Paclitaxel""]",1649,lexical_name_projection,"neratinib and paclitaxel, then ddac"
nintedanib and pemetrexed,"[""nintedanib"",""Pemetrexed""]",1656,lexical_name_projection,nintedanib and pemetrexed
nivolumab-ipilimumab,"[""Ipilimumab"",""Nivolumab""]",1662,lexical_name_projection,nivolumab-ipilimumab
olaparib and bevacizumab,"[""Bevacizumab"",""Olaparib""]",1689,lexical_name_projection,olaparib and bevacizumab
opdivo + cisplatin + gemcitabine,"[""Cisplatin"",""Gemcitabine""]",1693,lexical_name_projection,opdivo + cisplatin + gemcitabine
oxaliplatin and bevacizumab,"[""Bevacizumab"",""Oxaliplatin""]",1700,lexical_name_projection,oxaliplatin and bevacizumab
oxaliplatin and paclitaxel,"[""Oxaliplatin"",""Paclitaxel""]",1701,lexical_name_projection,oxaliplatin and paclitaxel
"oxaliplatin, paclitaxel, tislelizumab","[""Oxaliplatin"",""Paclitaxel"",""tislelizumab""]",1704,lexical_name_projection,"oxaliplatin, paclitaxel, tislelizumab"
paclitaxel and bevacizumab,"[""Bevacizumab"",""Paclitaxel""]",1710,lexical_name_projection,paclitaxel and bevacizumab
paclitaxel and pazopanib,"[""Paclitaxel"",""Pazopanib""]",1711,lexical_name_projection,paclitaxel and pazopanib
paclitaxel and pembrolizumab,"[""Paclitaxel"",""Pembrolizumab""]",1712,lexical_name_projection,paclitaxel and pembrolizumab
paclitaxel and ramucirumab,"[""Paclitaxel"",""Ramucirumab""]",1713,lexical_name_projection,paclitaxel and ramucirumab
paclitaxel and vinorelbine,"[""Paclitaxel"",""Vinorelbine""]",1716,lexical_name_projection,paclitaxel and vinorelbine
"paclitaxel, nanoparticle albumin-bound and bevacizumab","[""Bevacizumab"",""Paclitaxel""]",1717,lexical_name_projection,"paclitaxel, nanoparticle albumin-bound and bevacizumab"
"paclitaxel, topotecan, bevacizumab","[""Bevacizumab"",""Paclitaxel"",""Topotecan""]",1719,lexical_name_projection,"paclitaxel, topotecan, bevacizumab"
panobinostat and rituximab,"[""panobinostat"",""Rituximab""]",1725,lexical_name_projection,panobinostat and rituximab
pemetrexed and bevacizumab,"[""Bevacizumab"",""Pemetrexed""]",1749,lexical_name_projection,pemetrexed and bevacizumab
pentostatin and alemtuzumab,"[""alemtuzumab"",""pentostatin""]",1754,lexical_name_projection,pentostatin and alemtuzumab
pertuzumab and trastuzumab,"[""Pertuzumab"",""Trastuzumab""]",1759,lexical_name_projection,pertuzumab and trastuzumab
ponatinib and blinatumomab,"[""blinatumomab"",""Ponatinib""]",1790,lexical_name_projection,ponatinib and blinatumomab
sirolimus and vorinostat,"[""sirolimus"",""vorinostat""]",1914,lexical_name_projection,sirolimus and vorinostat
sotorasib and panitumumab,"[""Panitumumab"",""sotorasib""]",1924,lexical_name_projection,sotorasib and panitumumab
suramin and hydrocortisone,"[""hydrocortisone"",""suramin""]",1933,lexical_name_projection,suramin and hydrocortisone
tamoxifen and trastuzumab,"[""Tamoxifen"",""Trastuzumab""]",1961,lexical_name_projection,tamoxifen and trastuzumab
tamoxifen-anastrozole,"[""Anastrozole"",""Tamoxifen""]",1963,lexical_name_projection,tamoxifen-anastrozole
tamoxifen-exemestane,"[""Exemestane"",""Tamoxifen""]",1964,lexical_name_projection,tamoxifen-exemestane
tamoxifen-letrozole,"[""Letrozole"",""Tamoxifen""]",1965,lexical_name_projection,tamoxifen-letrozole
temozolomide and bevacizumab,"[""Bevacizumab"",""Temozolomide""]",1980,lexical_name_projection,temozolomide and bevacizumab
temozolomide and thalidomide,"[""Temozolomide"",""Thalidomide""]",1985,lexical_name_projection,temozolomide and thalidomide
temsirolimus and rituximab,"[""Rituximab"",""Temsirolimus""]",1989,lexical_name_projection,temsirolimus and rituximab
thalidomide and rituximab,"[""Rituximab"",""Thalidomide""]",2000,lexical_name_projection,thalidomide and rituximab
topotecan and bevacizumab,"[""Bevacizumab"",""Topotecan""]",2015,lexical_name_projection,topotecan and bevacizumab
toremifene and trastuzumab,"[""toremifene"",""Trastuzumab""]",2017,lexical_name_projection,toremifene and trastuzumab
tucatinib and trastuzumab,"[""Trastuzumab"",""tucatinib""]",2041,lexical_name_projection,tucatinib and trastuzumab
venetoclax and rituximab,"[""Rituximab"",""Venetoclax""]",2095,lexical_name_projection,venetoclax and rituximab
vinorelbine and bevacizumab,"[""Bevacizumab"",""Vinorelbine""]",2109,lexical_name_projection,vinorelbine and bevacizumab
vinorelbine and margetuximab,"[""margetuximab"",""Vinorelbine""]",2110,lexical_name_projection,vinorelbine and margetuximab
vinorelbine and trastuzumab (vh),"[""Trastuzumab"",""Vinorelbine""]",2111,lexical_name_projection,vinorelbine and trastuzumab (vh)
vinorelbine and trastuzumab (vh) and everolimus,"[""Everolimus"",""Trastuzumab"",""Vinorelbine""]",2112,lexical_name_projection,vinorelbine and trastuzumab (vh) and everolimus
vorinostat and rituximab,"[""Rituximab"",""vorinostat""]",2132,lexical_name_projection,vorinostat and rituximab
zanubrutinib and obinutuzumab,"[""Obinutuzumab"",""Zanubrutinib""]",2148,lexical_name_projection,zanubrutinib and obinutuzumab
BO,"[""Bleomycin"",""Vincristine""]",257,release_unique_terminal_acronym,bleomycin and vincristine (bo)
BR,"[""Bendamustine"",""Rituximab""]",226,release_unique_terminal_acronym,bendamustine and rituximab (br)
CE,"[""Carboplatin"",""Etoposide""]",384,release_unique_terminal_acronym,carboplatin and etoposide (ce)
CF,"[""Cisplatin"",""Fluorouracil""]",543,release_unique_terminal_acronym,cisplatin and fluorouracil (cf)
CM,"[""Cyclophosphamide"",""Methotrexate""]",758,release_unique_terminal_acronym,cyclophosphamide and methotrexate (cm)
CX,"[""Capecitabine"",""Cisplatin""]",332,release_unique_terminal_acronym,capecitabine and cisplatin (cx)
FR,"[""fludarabine"",""Rituximab""]",1145,release_unique_terminal_acronym,fludarabine and rituximab (fr)
GCB,"[""Carboplatin"",""Gemcitabine""]",391,release_unique_terminal_acronym,carboplatin and gemcitabine (gcb)
GCLB,"[""Chlorambucil"",""Obinutuzumab""]",504,release_unique_terminal_acronym,chlorambucil and obinutuzumab (gclb)
KR,"[""Carfilzomib"",""Lenalidomide""]",452,release_unique_terminal_acronym,carfilzomib and lenalidomide (kr)
MF,"[""Fluorouracil"",""Methotrexate""]",1156,release_unique_terminal_acronym,fluorouracil and methotrexate (mf)
MV,"[""mitoxantrone"",""Vinorelbine""]",1591,release_unique_terminal_acronym,mitoxantrone and vinorelbine (mv)
R2,"[""Lenalidomide"",""Rituximab""]",1452,release_unique_terminal_acronym,lenalidomide and rituximab (r2)
RCLB,"[""Chlorambucil"",""Rituximab""]",508,release_unique_terminal_acronym,chlorambucil and rituximab (rclb)
TL,"[""lapatinib"",""Paclitaxel""]",1439,release_unique_terminal_acronym,lapatinib and paclitaxel (tl)
TX,"[""Capecitabine"",""Docetaxel""]",338,release_unique_terminal_acronym,capecitabine and docetaxel (tx)
VE,"[""Epirubicin"",""Vinorelbine""]",1053,release_unique_terminal_acronym,epirubicin and vinorelbine (ve)
VH,"[""Trastuzumab"",""Vinorelbine""]",2111,release_unique_terminal_acronym,vinorelbine and trastuzumab (vh)
VR,"[""Bortezomib"",""Rituximab""]",273,release_unique_terminal_acronym,bortezomib and rituximab (vr)
XH,"[""Capecitabine"",""Trastuzumab""]",352,release_unique_terminal_acronym,capecitabine and trastuzumab (xh)
